run,string1,string2,string3,string4,p_initial_residual,label
run_03086,((((I1 - (0.097 - 0.430)) - 2.0) + (1.0 * (I1 - (2.0 * I1)))) + (((-0.15 - (0.430 * -0.15)) * 1.0) * ((I2 + (I1 - -0.15)) + I1))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 * 0.097)),((I1 * 1.0) - (((1.0 * (0.089 + 1.0)) * -1.0) * ((I2 - (-0.15 * 0.097)) + (I2 * -1.0)))),(((2.0 + 0.089) - (0.089 - (0.205 - I2))) + (I1 + (I1 * ((-1.0 * 0.097) - (0.430 - -1.0))))),0.0152864,1
run_03087,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I1)) * (0.097 * 1.0))) + (((-0.15 - I2) * 0.205) * (((1.0 - -0.15) + (0.089 + -1.0)) + 0.089))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) * (2.0 + 0.097)),((I1 * ((0.205 + 0.205) + (-0.15 + 0.089))) * (I1 * -1.0)),((I2 * (((0.097 + I1) + (-0.15 + 0.205)) - (0.205 - 0.097))) * (I1 - -1.0)),0.00567943,1
run_03088,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 - (0.205 * 2.0)) * (2.0 - 2.0))) + (((-0.15 - (0.205 + -0.15)) * I2) * 0.430)),(((2.0 + ((2.0 + 0.430) - I1)) - I2) * (2.0 - ((I1 - (-1.0 * 0.097)) * 0.430))),(((0.430 - ((0.097 * I1) - (0.205 * 0.089))) * (0.089 + (0.205 + 0.205))) * (I1 - -1.0)),((-1.0 + (0.089 - ((I1 - I1) + I1))) + (((I1 - (0.430 * 0.097)) * 0.097) + I1)),0.0681389,1
run_03089,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (0.205 * 2.0)) * (1.0 * 0.097))) + ((2.0 * I2) * (0.097 + ((I1 + I2) * I1)))),(((2.0 + ((0.430 + 0.430) - I1)) + I2) + (2.0 + 1.0)),(((0.430 * (I1 + -0.15)) * (0.089 + (0.205 + 0.205))) - (I1 * -1.0)),((I2 + (I1 - I2)) * (I1 * -1.0)),0.0402042,1
run_03090,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (2.0 * 0.205)) * (2.0 - 2.0))) + (0.430 * 0.430)),(((2.0 * ((2.0 + 0.430) - (I2 - I2))) + I2) + (2.0 + 1.0)),((I1 + (-0.15 * (0.097 * I2))) + (((2.0 * 1.0) * 1.0) * 1.0)),((I2 - I2) * (((I1 + (0.097 * -1.0)) + (0.430 * 1.0)) * 0.097)),0.065813,1
run_03091,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I1)) * (0.097 - 1.0))) - (((-0.15 - (0.430 + 0.430)) * (0.430 - 0.205)) * (((2.0 - -0.15) + (I2 + -1.0)) * -0.15))),(((2.0 + ((2.0 + 0.430) - I2)) + I2) * (2.0 - 1.0)),((I1 + 1.0) + (I1 * 1.0)),((I2 - 2.0) * (I1 - I1)),0.0202161,1
run_03092,((((I1 - (I2 - 0.089)) - 2.0) + ((I2 * (2.0 * I1)) * (0.097 + 1.0))) - (((-0.15 * (0.430 + I2)) * (0.205 - 0.205)) * -1.0)),(((2.0 * (I1 - I2)) + I2) + (2.0 + (((2.0 - 2.0) * I2) + I2))),((I1 + ((2.0 + (1.0 + 0.089)) + (I1 * -0.15))) * (I1 * 0.097)),((I2 - 2.0) * (I1 * (I1 * ((-0.15 * 0.097) - -0.15)))),6.70E-13,0
run_03093,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (2.0 * I1)) * (0.097 - 1.0))) * (((I2 - (I1 + 0.430)) * (0.205 - 0.205)) * (((I1 + I2) + I1) - (0.089 + -1.0)))),(((2.0 * ((2.0 + 0.430) - (I2 - I2))) + I2) + (2.0 + 0.097)),((((I2 + (0.097 - I1)) - I2) * 1.0) + (I1 + (((-0.15 + 0.097) - (-1.0 * -1.0)) + (0.205 * I2)))),((I2 + I2) - (((I1 + (0.097 * -1.0)) + (0.430 * 1.0)) - 0.097)),0.0205742,1
run_03094,((((I1 - (I2 - 0.430)) - 2.0) + ((I2 * I2) * (0.205 * 0.205))) + (0.430 * (((I1 + I2) + I1) - (0.089 + -1.0)))),(((2.0 + ((2.0 + 0.430) - I1)) - (-0.15 + I1)) - (2.0 - (0.089 - ((0.430 * I2) + (0.430 * 0.097))))),((I1 * (-0.15 * (-1.0 * (0.430 + 0.097)))) * (I1 + ((I2 + (-0.15 * -1.0)) + I1))),(((2.0 + 0.089) + I1) - ((((I2 * 0.097) * 0.430) * 0.089) - I1)),1.66E-07,0
run_03095,((((I2 - (I2 - 0.430)) - 2.0) + ((I1 * (I1 * I1)) * (0.097 - 1.0))) + ((I1 * 0.205) * (((1.0 - -0.15) + (0.089 + -1.0)) + 0.089))),(((2.0 + ((2.0 + 0.430) - I1)) + I2) + (2.0 - 0.097)),((I1 * (((0.089 * 0.089) - (0.205 - 0.097)) + (I1 + -1.0))) - (I1 - ((I2 - (-0.15 * -1.0)) + (2.0 * 0.097)))),((I2 - 0.205) * (I1 + 0.097)),0.0482987,1
run_03096,((((I1 - (I2 - 0.430)) - (I1 + I1)) - ((I1 * I1) * (2.0 - I1))) - (((-0.15 - I2) * 0.205) * (((1.0 - -0.15) + (0.089 + -1.0)) + 0.089))),(((2.0 + ((1.0 + 0.430) * I1)) + (I2 - ((0.097 - I1) * -1.0))) + (2.0 + 0.097)),(((((0.097 * I1) + (0.205 - 0.089)) - 1.0) - (I1 + ((I1 - 0.089) - I2))) - (I1 - ((I2 + (-0.15 * 0.097)) + I1))),(((I2 * ((1.0 - 0.097) * I1)) - (((I1 - 2.0) + (0.430 + -1.0)) - (-0.15 * 0.089))) + (I2 * (0.089 + 0.430))),0.0517186,1
run_03097,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I1)) * (0.089 - 0.097))) + (((I2 - (I2 + 2.0)) * I2) + (((2.0 - -0.15) - (I2 + -1.0)) + (0.205 + 0.097)))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) * (2.0 - 1.0)),((I1 * (0.089 + (0.205 + 0.205))) * (I1 + -1.0)),((-1.0 - (0.089 - ((I1 - I1) + (2.0 + -1.0)))) + (((I1 - (I1 * -1.0)) * 0.097) + -1.0)),0.239418,1
run_03098,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (2.0 * 0.205)) * (2.0 - I2))) + (0.430 * 0.430)),(((2.0 + ((1.0 + 0.430) - I1)) - I2) * (2.0 - 0.097)),((I1 + (0.089 + (0.205 + 0.205))) - (I1 * I1)),((I2 - (((0.097 + I2) + (0.430 + I2)) - (-1.0 - I2))) + (I1 * -1.0)),0.0536677,1
run_03099,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * 0.205)) * (0.097 - 1.0))) + (((-0.15 - (0.430 * -0.15)) * (-0.15 - 0.430)) * ((I2 + (I1 - 0.097)) + (0.089 + -1.0)))),(((2.0 + (I2 - I1)) - I2) * (2.0 - 0.097)),((I1 * (0.089 + (0.205 + 0.205))) * (I1 + ((I2 + (-0.15 * -1.0)) + I1))),((I2 - (((-1.0 - I1) + (0.430 + -1.0)) - (-1.0 + I2))) - (I1 * 0.097)),0.0128845,1
run_03100,((((I1 - (I2 - 0.430)) - 2.0) - ((I1 + (2.0 * I1)) * (0.097 - 1.0))) + (((-0.15 - (0.430 * -0.15)) * (0.205 - 0.430)) * ((I2 + (I1 - 0.097)) + (0.089 + -1.0)))),(((2.0 + ((2.0 + 0.430) - I1)) + 0.205) - (2.0 + (0.089 - 0.430))),((I1 - (0.089 + (0.205 + 0.205))) * (I1 * (((-0.15 * 0.097) - (I2 * -1.0)) + (0.205 * I2)))),((I2 - I2) * (I1 * (I1 + ((-0.15 * 0.430) + (-1.0 + 1.0))))),0.00145782,0
run_03101,((((I1 + (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I1)) * (2.0 - 0.097))) + (((-0.15 - (0.430 + 2.0)) * I2) * (((2.0 - -0.15) + (0.089 + 2.0)) + 0.089))),(((2.0 + ((2.0 + 0.430) - 0.430)) * I2) + (2.0 - 0.097)),((I1 * (1.0 + (0.205 + 0.205))) * (I1 * 0.205)),((I2 - 0.205) * (I1 * I1)),0.1128,1
run_03102,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I2)) * (0.097 * 1.0))) + (((-0.15 + 2.0) * (0.430 * 2.0)) * (((I1 - 2.0) + I1) + I1))),(((2.0 + ((2.0 + 0.430) - I2)) + (-0.15 + (I2 + -0.15))) - (2.0 - 0.097)),((I1 + (0.089 + (0.205 + 0.205))) * (I1 + ((I2 + (-0.15 * -1.0)) + I1))),((I2 - (I1 - ((I1 + I1) - (1.0 + I1)))) * (((I1 - (0.430 - 0.097)) - 0.430) * I1)),0.148258,1
run_03103,((((I1 * (I2 - 0.430)) - 2.0) * ((I1 * (2.0 * -1.0)) * (2.0 - 0.097))) + ((I1 * I2) * ((I1 + (I1 - -0.15)) + (0.089 + -1.0)))),(((2.0 + ((2.0 + 2.0) - I1)) + I2) + (2.0 + 1.0)),((I1 + (0.089 + (0.205 + 0.205))) - (I1 * -1.0)),((I2 * 0.205) * (I1 * (((I2 - 1.0) - I2) + I1))),0.035723,1
run_03104,((((I1 - (I2 - 0.430)) - 2.0) - ((0.089 * (2.0 * I1)) * (0.097 - 1.0))) + (((-0.15 + (0.430 + 0.430)) * I2) * (((1.0 - -0.15) * (1.0 + -1.0)) + 0.089))),(((2.0 + ((2.0 + 0.430) - I1)) + (-0.15 + ((I1 * I1) + (-0.15 - 1.0)))) + (2.0 + (0.089 - I2))),((I1 + (2.0 + ((0.089 * 0.089) + (0.205 - 0.097)))) - (I1 * -1.0)),((I2 - 0.205) * (I1 + I1)),0.0254685,1
run_03105,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * I1) * (0.430 - I1))) + (((I2 - (I2 + 2.0)) * I2) * (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),(((2.0 + ((2.0 + 0.430) - I1)) + 0.205) + (2.0 + (0.089 - ((0.430 * I2) + (0.430 * 0.097))))),((I1 + (((0.089 * 0.089) - (0.205 - 0.097)) + (I1 + -1.0))) - (I1 * -1.0)),((I2 - 2.0) * (I1 * I1)),0.0518323,1
run_03106,((((I1 - (I2 - 0.089)) - 2.0) - (((2.0 * I1) * (0.097 * 1.0)) * (I1 - 2.0))) + (((-0.15 - (0.430 * -0.15)) * (0.205 - 0.430)) * ((I2 + (I1 - -0.15)) + (0.089 + -1.0)))),(((2.0 + ((2.0 + 0.430) - (I2 * -0.15))) + I2) + (2.0 - (((2.0 - 0.430) * I2) + I2))),((I1 + (0.089 + (0.205 + 0.205))) + (I1 - -1.0)),((I2 - (((0.097 + I2) + (0.430 + 1.0)) - (-0.15 - I1))) * (((-0.15 + 0.430) - (I2 - I1)) * I1)),0.0381495,1
run_03107,((I1 + I1) + (((-0.15 - (0.430 + -0.15)) + I2) * (((1.0 - -0.15) + (0.089 + -1.0)) + 0.089))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 - I1)),((I1 + (((0.089 * 0.089) - I1) + I1)) - (0.205 - I1)),((0.097 + 1.0) * (((I1 * (I1 * -1.0)) + (2.0 * 2.0)) - -1.0)),0.394328,1
run_03108,((((I1 - (I2 - 0.089)) - 2.0) + ((I1 * (2.0 * -1.0)) * (2.0 - 2.0))) - (0.430 - (((I1 + I2) + I1) - (0.097 + -1.0)))),(((2.0 * ((2.0 + 0.430) - 0.430)) - I2) * (2.0 - (0.089 - ((0.430 * I2) + I1)))),((I1 + ((2.0 + (1.0 + 0.089)) + (I1 * -0.15))) * (I1 * (((-0.15 * 0.097) - (I2 * -1.0)) + (0.205 * I2)))),((I2 - (((0.097 + I2) + I1) - (0.430 - I2))) * (I1 + I1)),0.770786,1
run_03109,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 + I1)) * (0.097 - 1.0))) + (((-0.15 - (0.430 * -0.15)) * (0.205 - 0.430)) * ((I2 + (I1 - -0.15)) + (0.089 + -1.0)))),(((2.0 + ((2.0 + 0.430) - I2)) * I2) + (2.0 - 0.097)),(((0.430 * ((0.097 * I1) + (2.0 + 0.430))) * (2.0 + I2)) - (I1 * -1.0)),((I2 - 0.205) + (I1 - -1.0)),1.08E-12,0
run_03110,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (-0.15 * I1)) * (2.0 - 2.0))) * (((-0.15 - (1.0 + 0.430)) * I2) * 0.089)),(((2.0 + ((1.0 + 0.430) - I1)) - I2) + (2.0 * 0.097)),((I1 + (0.089 + (0.097 + (1.0 + 0.089)))) + (0.205 * (((0.205 - -1.0) + (2.0 * 0.097)) + (-1.0 + I1)))),((I2 * 0.205) + (I1 + -1.0)),0.00652381,0
run_03111,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I1)) * (-1.0 - 1.0))) + (((-0.15 - I1) * (0.430 - 2.0)) * ((-0.15 + (I1 - -0.15)) + (0.089 + -1.0)))),(((2.0 + ((2.0 + 0.430) - (I2 - I2))) + (-0.15 + ((-0.15 * I1) + -0.15))) + (2.0 + 1.0)),((I1 + 1.0) * (I2 * I1)),((I2 - I2) * (I1 * (I1 + ((-0.15 * 0.430) - (1.0 + 1.0))))),0.0519319,1
run_03112,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I1)) * (0.097 - 1.0))) + (((I2 - (0.430 + 0.430)) * (0.205 - 0.205)) * (((I1 + I2) + I1) - (0.089 + -1.0)))),(((2.0 + ((2.0 + 0.430) - I1)) + (-0.15 + ((-0.15 * I1) + (-0.15 - 0.430)))) * (2.0 + 0.097)),((I1 * (0.089 + ((-1.0 - 0.089) + 0.205))) - ((((1.0 * 1.0) - 2.0) - (0.089 + 1.0)) * I1)),((I2 * I1) * (I1 * I1)),0.061781,1
run_03113,((((I2 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I1)) * (0.097 - 1.0))) - (((I2 - (0.430 + -0.15)) * (0.205 - 0.205)) * (((2.0 - -0.15) + (0.089 + -1.0)) - -0.15))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 + 0.097)),((I1 + (0.089 + (0.205 + 0.205))) - (I1 - -1.0)),((I2 - -0.15) * (I1 * 0.097)),0.0403073,1
run_03114,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I1)) * (-1.0 - 1.0))) - ((2.0 * I2) * (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),(((2.0 + ((2.0 + 0.430) - I2)) + I2) - (2.0 - 0.097)),(((((-1.0 + I1) - (-1.0 - 0.089)) * (0.097 * -1.0)) * (0.089 * (0.205 + (2.0 + 0.089)))) * (0.205 + (((-0.15 * 0.097) - (I2 * -1.0)) + (0.205 * I2)))),((I2 * 0.205) + (I1 + -1.0)),0.0106293,1
run_03115,((((I1 + (I2 - 0.430)) - 2.0) + ((I1 * I2) * (2.0 * I1))) + (((-0.15 - (0.430 + 0.430)) * (0.205 - 0.205)) * (((2.0 * -0.15) + (0.089 + -1.0)) + -0.15))),(((2.0 - ((1.0 + 0.430) - I1)) - 0.205) + (2.0 - 0.097)),((I1 * (0.089 + (0.205 + 0.205))) * (I2 * ((I2 + 0.089) + I1))),((I2 - -0.15) * (I1 * 0.097)),0.0962116,1
run_03116,((((I1 - (I2 + 0.430)) - 2.0) + ((I1 * I1) * (0.430 - I1))) + (((-0.15 - (0.430 + -0.15)) * I2) * (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),(((2.0 + ((1.0 + 0.430) - I1)) + I1) + (2.0 + 0.097)),(((((-0.15 + I1) + (0.205 - 0.089)) - (0.205 * 1.0)) * 1.0) + (I1 + ((I2 + (-0.15 * 0.097)) + I1))),(((I2 * 0.089) - (((0.430 + -1.0) - I2) - (0.205 + 2.0))) * (((2.0 - 0.430) + 0.205) - (2.0 * (0.205 + I1)))),0.129922,1
run_03117,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * I1) * (2.0 * I1))) - (((-0.15 - (0.430 + 0.430)) * (0.205 - 0.205)) * (((2.0 - -0.15) + (I2 + -1.0)) + (0.205 + 0.097)))),(((2.0 + ((1.0 + 0.430) - I1)) - 0.205) - (2.0 - (((2.0 - 0.430) * I2) + I2))),(((I1 * ((-1.0 + I1) * (-1.0 - 0.089))) * (-0.15 * (-1.0 * (0.430 + 0.097)))) - (I2 * ((I2 + (-0.15 * 2.0)) + I1))),((I2 - 0.205) + (I1 * -1.0)),9.18E-13,0
run_03118,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * I1) * (2.0 - I1))) + (((-0.15 - (I1 + -0.15)) * (0.205 - 0.430)) + (((I1 + -0.15) + (0.089 - -1.0)) + (0.205 + 0.430)))),(((2.0 + ((2.0 + 0.430) + I2)) + I2) + (2.0 + I1)),((((1.0 - (0.097 + I1)) * (0.205 * 0.089)) * (((0.089 * 0.089) - I1) + (2.0 + 0.097))) - (0.089 * -1.0)),((I2 * (((0.097 + I2) + (0.430 + I1)) - (-1.0 - I2))) + (I1 - I1)),0.0538031,1
run_03119,((((I1 - (I2 - 0.430)) - 2.0) - ((-0.15 * (2.0 * I1)) * (0.097 * 1.0))) + (((-0.15 - (0.430 + 0.205)) * (0.205 - 0.205)) * (2.0 + -0.15))),(((2.0 + ((2.0 + 0.430) - I1)) + 0.205) + (2.0 - (1.0 - I2))),((I1 + (0.089 + (0.205 + 0.205))) - (I1 * (((-0.15 * 0.097) + (I2 * 0.089)) + I1))),((I2 - (((0.097 + I2) + (I2 + 0.097)) * (2.0 - 0.089))) * (I1 * I2)),0.144304,1
run_03120,((((I2 - (I2 - 0.430)) + 2.0) + ((I1 * (2.0 * I1)) * (0.097 - 1.0))) * (((-0.15 - (I1 + -0.15)) * (2.0 - I2)) * 0.430)),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 + 0.097)),((I2 + (0.089 - (0.097 + I1))) + (I1 + 0.097)),(((2.0 + 0.089) + (0.089 - ((0.097 - I1) + (-0.15 + 0.097)))) * (1.0 - I1)),0.239319,1
run_03121,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * 0.205)) * (2.0 - 2.0))) + (0.430 * 0.430)),(((2.0 + ((2.0 + 0.430) * I1)) - I2) * (2.0 - 0.097)),((I1 + ((0.205 + 0.205) - (-1.0 + 0.089))) - (I2 * -1.0)),((I2 - 0.205) * (I1 * -1.0)),0.00465824,0
run_03122,((((I1 - (I2 - 0.430)) - (0.430 - I1)) + I1) - (((I1 - (I1 + 0.430)) * (0.205 - -0.15)) * (((2.0 * -0.15) - (0.089 + -1.0)) + -0.15))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 - 0.097)),((I1 * (((0.089 * 2.0) - I1) + (0.205 + 0.097))) - (((2.0 - 1.0) + 0.430) - (I2 + I1))),((0.097 - 0.205) * (((2.0 - 0.430) * 0.430) * I1)),0.025162,1
run_03123,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (0.205 * 2.0)) * (2.0 * 0.097))) + (((-0.15 - (0.430 * 2.0)) * (0.205 - 0.430)) + ((I2 + (I1 - -0.15)) + (0.089 + -1.0)))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 + (((I1 - 2.0) * I2) + I2))),((I1 * ((0.205 + 0.205) - (-1.0 + 0.089))) + (I2 - (((-0.15 + 0.097) - (-1.0 * -1.0)) + (0.205 * I2)))),(((I2 * 0.097) - (((0.430 * 0.089) - 0.430) - (0.205 + 2.0))) + ((((I2 * 0.097) * 0.430) + (I2 * 0.205)) - I1)),0.0393951,1
run_03124,((((I2 - (I2 - 0.430)) - 0.205) + ((I1 * (2.0 * I1)) * (0.097 - 1.0))) * (((-0.15 - (0.430 + -0.15)) * (0.205 - 0.205)) * (((1.0 - -0.15) * (0.089 + -1.0)) + 0.089))),(((2.0 + ((2.0 + 0.430) - I1)) - (-0.15 + ((-0.15 * I1) + (-0.15 - 2.0)))) + (2.0 - 0.097)),((I1 + (((0.089 * 0.089) - (0.205 - 0.097)) + I1)) - (I1 * -1.0)),((I2 - 0.205) * (I1 + 0.097)),0.0405198,1
run_03125,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I1)) * (0.097 * I2))) + (((-0.15 - (0.430 + 0.430)) * (0.205 - 0.205)) * (((2.0 - -0.15) + (0.089 + -1.0)) + -0.15))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 + 1.0)),((I1 + (-0.15 + (-1.0 * 0.205))) - (I2 * ((I2 + (-0.15 * -1.0)) + I1))),((I1 - 0.205) * (I1 + I1)),0.0533337,1
run_03126,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 * I1)) * (0.097 * 0.097))) + (((I2 - (0.430 + 1.0)) * (0.205 - 0.205)) + (((2.0 * -0.15) + (0.089 + -1.0)) + -0.15))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 - 0.097)),((I1 * (0.089 + 0.097)) - (I1 * -1.0)),((I2 * 0.089) + (I1 * (1.0 - ((I1 + I1) - I1)))),0.378006,1
run_03127,((((I1 - (I2 - 0.430)) - 2.0) + ((-0.15 * (2.0 * I1)) * (0.097 * 1.0))) + (0.205 * (((2.0 - I2) - (0.089 + -1.0)) + -0.15))),(((0.205 + ((1.0 + 0.430) - I1)) + 0.205) + (2.0 - ((I1 - (I1 * -0.15)) * 0.430))),((I1 * (0.089 + (0.205 + (0.430 + 0.097)))) + (I1 * -1.0)),((I2 * (0.089 - ((0.097 - I1) - (I2 + 0.097)))) + (1.0 * I1)),0.794197,1
run_03128,((((I1 - (I2 - 0.430)) - 2.0) + ((I1 * (2.0 + I1)) * (0.097 - 1.0))) + (((I2 - (0.430 + 0.430)) * (0.205 - 0.205)) * I1)),(((2.0 + ((1.0 + 0.430) - I1)) * I1) + (2.0 - 0.097)),(((((-1.0 + I1) - (0.205 - 0.089)) * (0.430 * I1)) * (0.089 + I1)) - (I1 * I1)),((I2 - 0.205) + (((2.0 * (1.0 + -0.15)) * (0.089 * I1)) + 0.097)),1.13E-12,0
run_03129,((((I1 - (I2 - 0.430)) - 2.0) + I1) + (0.430 + 0.430)),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 + 0.097)),((I1 + 1.0) - (I1 - -1.0)),((0.097 - 0.205) * (I1 + (1.0 - ((I1 + I1) * I1)))),0.0495058,1
run_03130,((((I1 - (I2 - I2)) - 2.0) + I1) - (((-0.15 - (0.430 + -0.15)) * I2) * 0.205)),(((2.0 + ((1.0 + 0.430) - I1)) - I2) * (2.0 + (0.089 - ((0.430 * I2) + (0.430 * 0.097))))),((I1 * 1.0) + (I1 - ((I2 + (-0.15 * 2.0)) + I1))),((0.089 + ((-0.15 - (I1 + 2.0)) - (0.097 * 0.089))) * (0.097 - (I1 + (0.097 - (1.0 - -1.0))))),0.0538792,1
run_03131,(((-1.0 - 2.0) + ((I1 * (2.0 * 1.0)) * (2.0 - 2.0))) + (0.430 * 0.205)),(((2.0 * ((2.0 + 0.430) - (I2 - I2))) + I2) + (2.0 + (((2.0 - 0.430) * I2) + I2))),((I1 + ((0.205 + (-1.0 + 0.089)) - (-1.0 + I2))) + (I2 * (((-0.15 * -1.0) - (2.0 * 0.097)) + (-1.0 * I1)))),((I2 * I2) * (((I1 + (0.097 * -1.0)) + (0.430 * 1.0)) - 0.097)),0.0468978,1
run_03132,((((I1 - (I2 - 0.430)) + 2.0) + ((I1 * (2.0 * I2)) * (I1 * 1.0))) - (((-0.15 - I2) * (0.430 - 2.0)) * (((2.0 - -0.15) + (0.089 + -1.0)) * 0.089))),(((0.097 + ((2.0 + 0.430) - I1)) + I2) * (2.0 + 0.097)),(((0.430 * ((0.097 + I1) + (0.205 + 0.089))) * (0.089 + (0.205 + 0.205))) + (I1 + (((-0.15 * 0.097) - (I2 * -1.0)) + (0.205 * I2)))),((0.089 - (((I1 - 2.0) - (0.097 + 2.0)) - (2.0 * 0.097))) * (((I2 * 0.430) + (0.097 + -0.15)) * (I1 - ((I1 * 0.430) * I1)))),0.0681468,1
run_03133,((((I1 - (I2 - 0.430)) - 2.0) + (((0.205 + -1.0) * (2.0 * 0.097)) * (I1 - 2.0))) + (((-0.15 - (0.430 + -0.15)) + I2) * (((I1 - 0.097) + I1) + I1))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 + (((2.0 - 0.430) * I2) + I2))),(((((0.097 * I1) + (0.205 - 0.089)) - I2) * 1.0) + (I1 * (((-0.15 * 0.097) - (I2 * -1.0)) + (0.205 * I2)))),(((I2 * 0.097) * (((0.430 * 0.089) - 0.430) - (0.205 + 0.089))) + (0.097 - (I1 + (0.097 * (1.0 - 0.089))))),0.0537758,1
run_03134,((((I2 - (I1 - 0.430)) - I2) + (((I2 * I1) * (0.097 * 1.0)) * (I1 - 2.0))) + ((((0.430 + -0.15) - (2.0 + I1)) * 0.205) * (((2.0 - -0.15) + (0.089 + -1.0)) + 0.089))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) + (2.0 - 1.0)),((((I2 - (0.097 * I1)) * (0.205 * 0.089)) - ((2.0 + (1.0 + 0.089)) + (I1 * I2))) * (I2 - (((-0.15 * -0.15) - (0.089 * 0.097)) + I2))),(((2.0 - 0.089) * 0.205) * (I1 * I1)),0.0397941,1
run_03135,(((((0.430 + 0.089) - (0.089 - I1)) - 2.0) * (((2.0 - I1) * (0.097 * 1.0)) * 0.097)) + (((-0.15 - (0.430 + -0.15)) * (0.205 - 0.097)) * (((2.0 - -0.15) + (I2 + -1.0)) + (0.205 + 0.205)))),(((2.0 + ((1.0 + 0.430) - I1)) - (-0.15 - ((-0.15 * I1) + (-0.15 - 0.205)))) + (2.0 - 0.097)),((I1 - I1) - (((2.0 - 1.0) * 0.430) * I1)),(((2.0 * 0.089) - 0.205) + (I1 * 0.097)),0.042481,1
run_03136,((((I1 - (I2 - 0.430)) - 2.0) + I1) + (((-0.15 - (0.205 + -0.15)) * I2) - 0.430)),(((2.0 + ((2.0 + 0.430) - I1)) - I2) - (2.0 + (0.089 - ((0.430 * I2) + (0.430 * 0.097))))),((I1 + I2) - (I1 * (((-0.15 - 0.097) + (I2 * -1.0)) + (0.205 + 0.430)))),(((2.0 + 0.089) + (I1 - ((0.430 - 0.089) - 0.430))) + (I1 - I1)),5.96E-13,0
run_03137,((((I2 - (I2 - 0.430)) - (-0.15 * 0.089)) + ((I1 * (2.0 * -1.0)) * (0.430 - 0.097))) + ((I1 * I2) * ((I1 + (I1 - -1.0)) + (0.089 + -1.0)))),(((2.0 + (I2 - I1)) + (-0.15 + ((-0.15 * I1) + -0.15))) * (2.0 - I1)),((I1 + (((0.089 * 0.089) - (0.205 - 0.097)) + (I1 + -1.0))) * (I1 - ((I2 - (-0.15 * -1.0)) + (2.0 * 0.097)))),((I2 - 0.205) * (I1 + (1.0 - ((I1 + I1) - I1)))),0.151338,1
run_03138,((((I1 - (I2 - 0.430)) - 2.0) + (1.0 * (I1 - (2.0 * I1)))) + (((-0.15 * (0.430 * -0.15)) * (0.205 - 0.430)) * ((I2 + (I1 - -0.15)) + (I2 + -1.0)))),(((2.0 + ((2.0 + 0.430) - I1)) - I2) * (I1 - (0.089 - ((0.430 * I2) + (0.430 * 0.097))))),((I1 + 1.0) * (I2 * I1)),((I2 - (((I2 - I1) + (0.430 + I2)) - (-1.0 + I2))) - (I1 * 0.097)),9.29E-13,0
